Interview number (ongoing),Serial number (if provided),Reference (if provided in link),Questionnaire that has been used in the interview,Interview mode,Language,Time the interview has started (Europe/Berlin),"Random Generator: Complete clearances of the ballot, yet",Random Generator: Code drawn,starost: [01],pol,mesto_opstina,mesto_osn: [01],etnicitet,etnicitet: Drugo,country,država: Drugo,obrazovanje,obrazovanje_oca,obrazovanje_majke
1438,0,0,base,interview,srp,45239.66,0,2,20,2,Nis,Prokuplje,4,0,4,0,3,3,4
1440,0,0,base,interview,srp,45239.69,0,2,20,2,Niš,Pirot,4,0,4,0,3,4,3
1442,0,0,base,interview,srp,45239.69,0,2,21,1,Nis,Zaječar,4,0,4,0,3,3,3
1448,0,0,base,interview,srp,45239.9,0,1,20,2,Niš,Leskovac,4,0,4,0,3,3,3
1453,0,0,base,interview,srp,45242.64,0,1,19,2,Niš,Niš,4,0,4,0,3,3,3
1458,0,0,base,interview,srp,45244.95,0,1,20,2,Niš,Niš,4,0,4,0,3,3,5
1460,0,0,base,interview,srp,45246.65,0,2,22,2,Niš,Niš,4,0,4,0,3,4,4
1462,0,0,base,interview,srp,45247.67,0,1,22,2,Nis,Sokobanja,4,0,4,0,3,2,2
1466,0,0,base,interview,srp,45247.7,0,2,22,2,Niš,Kuršumlija,4,0,4,0,3,3,3
1469,0,0,base,interview,srp,45250.68,0,1,19,2,Niš,Knjaževac,4,0,4,0,3,3,3
1471,0,0,base,interview,srp,45250.71,0,2,19,1,Zaječar,Zaječar,4,0,4,0,3,3,3
1480,0,0,base,interview,srp,45251.82,0,1,20,2,nis,nis,4,0,4,0,3,4,4
1485,0,0,base,interview,hrv,45252.65,0,1,31,2,Zagreb,Jastrebarsko,3,0,3,0,4,3,3
1485,0,0,base,interview,hrv,45252.65,0,1,31,2,Zagreb,Jastrebarsko,3,0,3,0,4,3,3
